,ses-017,ses-019,ses-037,ses-045,ses-054,ses-002,ses-063,ses-039,ses-046,ses-024,ses-035,ses-053,ses-097,ses-023,ses-012,ses-007,ses-056,ses-040,ses-066,ses-080,ses-084,ses-092,ses-102,ses-030,ses-013,ses-082,ses-069,ses-086,ses-089,ses-034,ses-088,ses-073,ses-049,ses-093,ses-076,ses-005,ses-072,ses-036,ses-047,ses-031,ses-098,ses-051,ses-081,ses-067,ses-010,ses-009,ses-027,ses-060,ses-091,ses-077,ses-041,ses-015,ses-026,ses-028,ses-103,ses-059,ses-061,ses-096,ses-032,ses-048,ses-014,ses-011,ses-085,ses-057,ses-055,ses-101,ses-079,ses-042,ses-094,ses-083,ses-104,ses-022,ses-020,ses-074,ses-065,ses-099,ses-003,ses-021,ses-038,ses-100,ses-058,ses-075,ses-070,ses-018,ses-095,ses-071,ses-078,ses-105,ses-025,ses-087,ses-016,ses-033,ses-062,ses-068,ses-050,ses-029,ses-008,ses-006,ses-043,ses-044,ses-064,ses-004
281,2150.357,2518.4133,2481.7275,2211.7817,2344.2144,2158.976,2352.4446,2318.2834,2228.178,2468.339,2411.8735,2274.7566,2944.6897,2279.5657,409.03152,2069.2078,2299.52,2195.216,2495.1174,2475.025,2494.889,2326.339,2617.9302,2226.548,2633.875,2441.3125,2530.631,2554.732,2501.2961,1883.381,2579.1772,2457.259,2197.2727,11.787377,2404.6716,1961.7433,2242.4978,2219.5837,2247.3186,2022.4061,2586.0933,2359.5952,2405.1924,2450.001,2170.571,2013.4231,2423.3247,2432.6313,2391.0347,2300.7383,2267.061,2463.3257,2371.4246,2409.8218,2853.9478,2309.1104,2357.7812,2820.1006,2303.5525,2210.5073,2474.91,2096.3857,2580.0864,2450.6343,2024.938,2902.963,2417.327,2362.4329,2852.7166,2437.1118,2881.0095,2220.1013,2452.2654,2408.7244,2337.3513,2906.4182,2152.0774,2465.4636,2203.8108,2770.907,2546.1138,2555.9946,2540.5154,2142.5732,2812.9563,2463.6758,2373.1853,,2513.1946,2543.4365,2381.238,1866.1208,2335.4937,2516.1895,2177.0786,2202.981,2079.6658,2197.768,2241.3435,2421.7244,2449.416,2139.8738
282,2151.9045,2517.225,2484.7043,2211.883,2345.2097,2161.9539,2352.8909,2317.1763,2225.913,2447.795,2416.3337,2271.9302,2942.7302,2279.6091,409.12048,2070.5354,2295.4426,2200.6968,2498.249,2476.591,2495.2202,2331.6794,2621.1768,2225.792,2638.629,2440.5627,2532.328,2552.9895,2502.8835,1881.8347,2580.0618,2456.1907,2199.2188,11.781973,2402.069,1959.4564,2239.7412,2221.889,2247.1636,2026.7299,2586.7993,2357.9973,2408.8499,2449.3625,2169.691,2015.2864,2423.809,2432.0396,2394.1086,2297.5208,2267.4104,2466.204,2370.539,2409.975,2854.3354,2308.601,2357.174,2838.8298,2304.374,2209.769,2472.409,2097.795,2582.3105,2447.97,2022.5743,2901.4534,2417.377,2361.7576,2851.769,2434.2456,2883.9133,2219.8157,2449.7058,2405.4783,2334.8022,2905.5117,2154.102,2466.1843,2202.7234,2776.4712,2546.0789,2556.7722,2538.8706,2140.7778,2813.4248,2461.669,2377.5024,,2510.2188,2540.7979,2378.792,1865.6254,2336.771,2517.9468,2175.7983,2201.6543,2080.1772,2197.2273,2241.731,2422.4395,2450.0596,2136.7656
283,2153.7666,2514.8247,2482.7427,2211.0994,2345.6555,2162.1821,2356.4568,2318.4075,2224.2063,2435.556,2419.449,2271.13,2941.134,2279.1914,408.60245,2071.153,2290.9092,2201.5273,2496.2607,2479.5085,2496.736,2332.7847,2621.7324,2222.8252,2642.376,2441.1633,2535.165,2552.2468,2501.9,1879.4983,2578.466,2453.4333,2197.1147,11.782758,2404.8572,1959.1152,2240.067,2221.304,2243.7236,2026.2413,2588.8762,2359.856,2406.887,2449.992,2169.1287,2015.8894,2422.5847,2432.235,2396.9346,2296.8547,2266.021,2465.4473,2371.091,2412.8574,2856.7131,2306.9187,2357.44,2831.3752,2305.3486,2207.9163,2474.3413,2096.516,2584.5964,2445.947,2020.8688,2902.8665,2413.7202,2362.1567,2855.3665,2435.2776,2888.4292,2219.8394,2448.403,2405.9255,2333.8289,2909.6829,2155.65,2464.5483,2199.3552,2780.84,2541.0796,2555.7856,2538.1492,2142.1082,2813.98,2461.6418,2380.998,,2509.0667,2541.4004,2381.7034,1866.1886,2337.4033,2519.6924,2176.742,2200.8186,2081.9512,2197.875,2240.1423,2422.7417,2449.1042,2132.5273
284,2155.9756,2518.3347,2487.0144,2209.6914,2343.2732,2162.966,2355.2817,2318.5283,2226.5251,2432.8325,2414.1316,2271.1787,2938.8384,2291.6897,410.40778,2071.6033,2291.669,2200.9597,2495.2893,2480.261,2495.1724,2329.1885,2620.0781,2228.073,2644.763,2444.0903,2533.6082,2550.384,2501.358,1879.5189,2575.5544,2453.7822,2195.2395,11.781018,2402.5828,1959.3802,2242.5557,2223.0957,2240.5098,2026.1064,2591.456,2362.8765,2406.613,2445.7004,2166.7686,2015.7524,2421.2324,2428.7913,2399.2954,2296.783,2264.6917,2464.022,2372.3167,2414.0063,2857.295,2306.1128,2357.3604,2835.5222,2306.4023,2208.8115,2472.6194,2096.2258,2587.2817,2446.534,2019.3658,2899.3125,2413.5742,2365.3672,2857.991,2434.1982,2890.4368,2221.4827,2446.982,2405.8333,2333.404,2908.22,2159.4705,2476.1272,2199.6519,2781.5945,2536.396,2559.678,2535.0022,2143.238,2814.825,2462.4524,2381.1602,,2506.9802,2538.841,2386.7578,1866.4387,2336.1453,2523.56,2175.903,2201.2595,2081.0544,2200.7324,2240.233,2423.4841,2449.2498,2129.0613
285,2156.154,2515.2615,2490.53,2210.8552,2341.391,2164.7585,2356.822,2317.3242,2226.354,2432.1992,2413.5183,2269.56,2940.4062,2301.6248,410.4183,2071.9622,2289.8381,2200.301,2492.6145,2482.0493,2495.9963,2330.265,2620.359,2230.571,2642.736,2444.7039,2528.4414,2550.5747,2502.3445,1879.94,2575.7305,2452.0808,2197.2793,11.777944,2405.2979,1958.8984,2245.31,2220.8376,2237.342,2028.9169,2590.3145,2363.7324,2409.0852,2445.9377,2169.2234,2015.3784,2420.157,2427.2031,2400.266,2303.2065,2263.7598,2462.654,2370.8257,2415.2776,2854.582,2305.196,2355.9512,2830.943,2306.3557,2208.5466,2472.48,2095.2485,2587.6274,2447.7327,2019.3947,2903.2502,2413.6152,2366.3547,2853.8298,2434.8147,2893.2253,2220.6587,2449.467,2407.3438,2337.6477,2908.3547,2159.9075,2493.518,2201.228,2777.9646,2535.4333,2560.593,2532.6587,2146.0056,2812.8909,2460.0984,2382.4514,,2507.609,2535.8389,2386.1255,1865.199,2333.2385,2525.0183,2176.4668,2200.8604,2077.0808,2205.3206,2239.0671,2424.399,2450.3455,2127.3474
286,2154.494,2520.159,2488.852,2212.416,2338.8428,2164.9397,2358.5903,2316.086,2226.987,2430.7637,2409.6,2270.7603,2948.347,2285.0789,409.92978,2072.8662,2287.125,2199.903,2494.1365,2485.875,2501.0698,2327.895,2617.2017,2231.1948,2642.0784,2444.929,2525.9092,2548.7795,2501.8462,1881.2855,2576.866,2447.8137,2197.2566,11.770326,2410.8428,1956.6454,2244.2654,2220.6636,2235.2375,2028.8995,2590.5515,2364.874,2407.7898,2445.7214,2166.4363,2015.7905,2418.9468,2428.7827,2399.8916,2305.259,2262.2344,2463.538,2372.9395,2412.3699,2858.5835,2303.2517,2354.629,2829.9119,2302.5435,2206.821,2473.9424,2093.993,2588.6418,2445.474,2021.0172,2908.2556,2413.8298,2362.689,2851.3713,2434.8564,2889.1167,2222.8438,2455.8987,2409.922,2341.6108,2910.456,2158.9395,2486.7063,2200.5864,2777.814,2535.5127,2559.4282,2532.5696,2145.699,2812.7725,2457.0508,2382.031,,2506.656,2533.1433,2386.9966,1863.8962,2330.3086,2528.3179,2174.4072,2200.3813,2076.3486,2204.4622,2238.5828,2424.8076,2448.0813,2127.2307
287,2153.2656,2521.9324,2488.7258,2214.3398,2339.7842,2164.807,2356.831,2316.8828,2232.0847,2430.746,2408.7031,2271.8486,2948.0725,2281.6726,409.3828,2074.9775,2288.109,2203.2256,2494.7397,2490.5728,2501.6912,2323.5293,2616.5852,2230.5403,2646.5964,2443.988,2521.697,2547.9573,2503.135,1884.5575,2582.1216,2448.3452,2200.008,11.758129,2412.7112,1955.6251,2245.0217,2218.5654,2238.6843,2030.5062,2590.7786,2365.2534,2408.9236,2447.4148,2167.0952,2017.9438,2418.3916,2430.981,2399.2585,2302.3657,2259.4072,2461.0652,2371.7915,2413.6753,2858.734,2302.381,2356.5908,2826.1526,2300.6072,2205.745,2474.9102,2091.2195,2587.8713,2445.0793,2023.0118,2909.6748,2414.0198,2358.8486,2853.2336,2432.0813,2889.1587,2221.1357,2456.5415,2410.68,2342.6477,2906.998,2156.2097,2482.7275,2201.2173,2776.523,2536.8386,2560.8782,2534.7576,2143.9158,2813.4355,2456.051,2382.0354,,2508.2058,2533.9236,2383.9404,1861.0531,2328.881,2528.9758,2174.61,2200.3237,2074.6633,2201.3716,2239.6418,2424.5725,2445.0623,2130.113
288,2152.6558,2522.244,2487.7273,2216.3257,2339.5496,2166.0186,2353.6504,2317.3936,2234.7107,2431.3438,2404.4783,2269.533,2948.3062,2274.9224,408.70956,2073.7683,2289.6455,2202.344,2500.2388,2491.4968,2500.011,2327.263,2619.3079,2230.5664,2644.2407,2443.7966,2517.8445,2549.5085,2505.7004,1885.7483,2583.5999,2449.308,2198.5994,11.759329,2409.7485,1955.5587,2246.0344,2217.131,2239.6926,2032.3793,2588.5132,2362.9158,2405.9849,2447.2922,2168.818,2014.1149,2421.3535,2430.6284,2397.9297,2301.2053,2261.2168,2460.982,2371.2375,2413.3647,2858.104,2304.1228,2357.7124,2817.2935,2299.2798,2207.6235,2474.017,2091.1533,2587.1855,2448.9756,2024.9994,2909.105,2418.2625,2356.7769,2853.2976,2431.4775,2891.8708,2218.8667,2455.3823,2412.0967,2338.2068,2906.2778,2153.9604,2476.7742,2204.2578,2775.836,2538.006,2559.904,2534.3662,2142.4104,2813.3926,2459.2249,2382.5862,,2506.917,2532.6458,2383.362,1861.7162,2329.9631,2526.945,2176.2231,2198.8596,2076.096,2199.103,2241.8655,2427.8958,2442.5525,2134.2458
289,2152.7527,2520.3665,2490.2815,2217.0762,2338.1316,2165.709,2352.727,2319.0884,2236.3188,2432.1152,2404.67,2272.8252,2949.8167,2273.3926,408.6026,2075.0334,2290.5227,2200.4268,2499.1663,2493.7466,2502.367,2328.6443,2618.593,2229.5566,2642.6792,2443.2358,2518.814,2551.0046,2502.4324,1882.6781,2584.6477,2449.2656,2194.5852,11.766534,2407.5776,1952.9324,2245.484,2219.7017,2238.6553,2032.6575,2591.8896,2359.3062,2403.999,2447.6086,2167.538,2013.5383,2419.334,2433.0544,2400.9504,2300.2568,2262.432,2459.271,2369.062,2411.4973,2872.3323,2304.873,2358.9382,2817.765,2300.4685,2210.419,2477.0083,2087.6885,2589.445,2448.666,2025.7886,2911.2969,2420.9956,2353.929,2850.5222,2432.026,2887.065,2217.4175,2456.4917,2412.7495,2337.8142,2905.6768,2153.6787,2464.5444,2209.1448,2779.4905,2540.5515,2558.246,2533.5579,2142.12,2815.233,2455.2512,2381.1787,,2507.8809,2535.9395,2385.3298,1862.9845,2332.1594,2524.1008,2176.616,2199.2354,2079.7817,2196.223,2241.6929,2426.541,2441.7336,2136.426
290,2152.395,2518.1846,2487.4321,2217.1692,2336.5288,2165.7666,2352.5664,2320.3606,2235.136,2438.7285,2407.8906,2272.0203,2947.561,2270.6694,408.2877,2072.901,2294.9045,2196.5994,2495.0115,2495.7827,2505.028,2328.6467,2620.2456,2234.8845,2641.9045,2442.1138,2520.9849,2554.5571,2502.089,1878.9336,2588.901,2447.115,2191.842,11.790752,2404.2905,1953.8105,2248.8787,2223.089,2242.312,2029.0398,2595.0317,2357.3064,2402.3384,2451.7332,2168.2673,2012.884,2418.5115,2432.48,2398.8447,2300.0818,2268.5933,2461.8887,2367.646,2412.23,2874.3315,2307.4675,2357.697,2815.3132,2298.8477,2213.8452,2477.8196,2085.5574,2588.0518,2449.9597,2025.9222,2909.08,2418.848,2351.2192,2847.9004,2435.5156,2886.5068,2215.4312,2453.0056,2414.2266,2337.5974,2914.994,2152.5015,2459.0693,2212.0464,2781.054,2543.1826,2558.2861,2535.1165,2144.8513,2816.487,2458.3506,2377.6375,,2508.6208,2537.517,2381.512,1865.0631,2332.8237,2524.8357,2178.6208,2199.5808,2079.5876,2193.7856,2244.0576,2427.4502,2439.155,2133.1523
291,2153.4536,2521.0408,2485.9905,2217.851,2336.3833,2164.0854,2350.3909,2324.8179,2234.9695,2440.0356,2409.0774,2274.7239,2945.0935,2270.851,406.87704,2073.5557,2297.4553,2196.0254,2493.281,2492.204,2507.1423,2325.9766,2620.8677,2234.8308,2638.162,2440.4749,2518.9834,2557.965,2499.333,1878.0978,2587.805,2447.5469,2190.2156,11.807928,2403.301,1956.2627,2247.6643,2223.6445,2244.685,2027.9235,2594.8018,2359.4612,2399.2937,2450.552,2170.2412,2012.1962,2416.4495,2436.3958,2397.9453,2300.247,2260.8398,2460.9106,2369.181,2413.734,2857.9756,2306.1218,2354.9937,2812.5515,2300.511,2214.7527,2479.093,2084.2131,2586.2585,2450.2139,2027.9485,2907.396,2419.777,2349.268,2848.6487,2438.1294,2885.0361,2214.6294,2454.6924,2414.8955,2334.5527,2912.5327,2153.9578,2454.8755,2212.6726,2785.6497,2544.6938,2556.6853,2536.102,2145.681,2813.7156,2455.2039,2378.1658,,2508.7578,2535.0144,2379.3726,1868.8247,2331.448,2523.462,2178.487,2199.2913,2078.639,2195.0813,2245.2825,2425.9822,2437.5237,2132.1604
292,2150.883,2517.3308,2489.094,2217.9111,2338.17,2161.4663,2351.6226,2329.8127,2236.962,2440.7866,2408.5315,2280.7385,2949.3328,2273.7874,408.23062,2071.4797,2296.8809,2199.9194,2490.9941,2493.4055,2507.763,2327.0796,2621.9524,2231.7117,2642.2896,2442.2122,2521.8125,2558.1035,2501.5605,1877.4496,2588.1836,2448.653,2190.5098,11.806513,2402.03,1958.2451,2249.3464,2224.1438,2247.6555,2026.2576,2594.0159,2363.8245,2399.191,2452.866,2172.5098,2010.531,2415.3577,2439.5447,2397.2388,2303.3496,2265.763,2457.3071,2367.8032,2413.034,2861.6992,2303.965,2352.6897,2820.814,2303.4048,2215.138,2475.4314,2084.42,2586.9375,2455.4243,2030.6195,2908.1648,2418.9966,2349.5483,2848.0308,2437.7031,2882.6738,2216.547,2452.7551,2414.3984,2332.7026,2912.434,2154.7622,2453.1985,2211.5725,2787.792,2549.1484,2557.169,2534.678,2148.4534,2808.9727,2456.3796,2381.9292,,2508.258,2531.0596,2376.1643,1869.555,2330.7407,2520.9324,2177.5825,2198.198,2080.1672,2199.061,2242.9456,2425.4336,2437.4631,2130.9363
293,2151.2715,2519.2908,2488.5754,2219.0017,2341.1387,2158.922,2351.4834,2326.4475,2237.3252,2440.581,2408.3567,2280.1912,2945.663,2277.3525,409.8047,2072.0544,2295.3936,2199.5852,2494.264,2495.7288,2503.9172,2327.2732,2622.7375,2229.4172,2642.9624,2443.5007,2525.0088,2557.772,2504.7388,1877.6732,2587.1616,2448.5833,2192.9773,11.806034,2397.429,1960.3346,2250.7678,2225.5566,2249.4766,2024.9496,2601.663,2361.902,2398.0674,2453.5464,2169.5786,2009.7416,2413.6494,2438.688,2397.1943,2301.1233,2269.4524,2459.989,2372.7385,2416.259,2860.4702,2303.5515,2350.289,2820.9446,2302.829,2213.213,2473.3296,2085.4314,2590.098,2456.2434,2030.1143,2908.065,2416.0051,2351.9219,2845.6675,2436.6028,2882.9656,2216.7166,2451.6047,2413.8235,2334.3057,2916.1199,2155.8503,2454.577,2207.6516,2779.7046,2552.6462,2557.9417,2534.8066,2148.8486,2810.4463,2458.9397,2382.9612,,2509.525,2529.0876,2373.7192,1868.5303,2331.5813,2520.954,2178.3162,2197.54,2079.5818,2199.2444,2241.3542,2426.855,2435.8489,2129.3015
294,2150.005,2522.0964,2485.689,2218.6616,2344.5854,2158.579,2349.4402,2325.1262,2237.0715,2442.2834,2409.0564,2276.2493,2947.2095,2279.8853,407.90155,2073.2288,2295.7756,2196.9397,2500.0608,2494.624,2501.8833,2327.0298,2623.2598,2227.4802,2641.9248,2443.4119,2527.5322,2555.871,2505.51,1878.4409,2587.6023,2445.9072,2192.834,11.813609,2396.9587,1959.9617,2250.376,2224.6091,2251.5408,2026.0321,2601.3174,2360.4639,2396.6152,2452.1692,2169.8186,2009.2706,2414.5322,2439.608,2396.1545,2297.0002,2268.0413,2461.4443,2374.675,2417.7954,2852.1572,2304.4438,2349.8264,2824.7852,2301.3018,2211.038,2475.1182,2089.1824,2588.9248,2454.2944,2032.0753,2908.5005,2418.857,2353.3423,2852.1226,2434.2852,2881.9092,2215.889,2448.7446,2412.6794,2336.2427,2916.408,2158.2476,2459.8545,2204.6863,2775.0146,2553.174,2559.4973,2534.8442,2148.4739,2812.9558,2462.3994,2381.986,,2510.8167,2527.8755,2373.9768,1866.6857,2332.945,2517.1326,2178.4954,2197.043,2078.787,2199.6414,2240.897,2429.1787,2433.086,2130.9026
295,2149.1296,2522.4395,2488.827,2217.1575,2346.1353,2161.4604,2349.2302,2325.4028,2235.1392,2437.2798,2407.3875,2274.3506,2950.21,2282.579,405.37122,2073.6987,2298.0637,2196.0144,2500.3313,2493.6094,2500.6055,2325.9285,2623.6672,2231.5845,2639.4797,2444.3284,2530.7407,2553.7012,2500.6758,1879.8564,2592.943,2445.3599,2189.4807,11.815914,2394.174,1958.476,2250.024,2223.8154,2251.4175,2023.4246,2600.3909,2356.2915,2394.104,2450.0286,2168.9421,2008.4108,2418.2908,2434.1477,2397.0664,2295.4985,2261.0452,2460.8462,2372.032,2416.0442,2848.9163,2306.3245,2352.1992,2829.1433,2300.8728,2211.309,2477.18,2088.097,2590.943,2449.4546,2033.047,2906.5862,2416.6995,2355.0435,2851.6223,2433.9724,2884.375,2214.411,2447.7864,2412.8198,2337.0415,2913.2056,2156.6506,2464.6626,2204.404,2776.1992,2554.2427,2557.0024,2535.8726,2145.568,2809.8892,2464.4763,2381.2375,,2509.145,2527.1294,2377.318,1863.8577,2336.7039,2513.731,2178.926,2196.5618,2078.807,2198.4111,2240.3782,2428.1714,2432.937,2134.9238
296,2148.5996,2522.2659,2484.812,2214.446,2345.6416,2163.8076,2346.902,2323.057,2232.9207,2433.59,2410.0183,2271.2415,2950.3745,2278.487,404.93732,2073.4294,2297.2715,2194.8198,2499.233,2498.6836,2500.168,2323.324,2623.177,2233.9155,2639.8455,2443.608,2528.7456,2555.0688,2501.1797,1880.3706,2592.139,2446.462,2190.8738,11.827684,2396.0547,1959.4949,2250.1746,2223.8289,2253.7988,2021.6903,2603.4387,2357.6353,2398.236,2450.647,2168.8938,2008.1971,2417.6926,2435.6343,2396.0098,2295.9219,2252.356,2460.0068,2375.1433,2415.0627,2849.83,2307.8943,2352.869,2828.1768,2301.5132,2211.0073,2475.611,2086.6172,2591.4824,2450.1672,2033.1001,2909.9502,2417.4536,2356.8862,2850.9937,2431.7227,2884.0415,2214.6555,2448.9846,2416.9563,2332.761,2913.2834,2154.937,2469.2366,2205.745,2776.2327,2550.4812,2557.9885,2538.446,2145.1448,2809.565,2466.4375,2376.8254,,2508.3503,2528.199,2379.099,1859.7887,2340.8237,2514.0352,2180.4844,2196.1575,2077.095,2196.6084,2245.6304,2429.279,2435.2043,2135.3542
297,2149.4885,2519.5366,2486.0068,2216.2515,2347.8245,2164.3276,2350.534,2322.638,2230.573,2431.8303,2410.8398,2269.1372,2951.738,2280.33,405.17352,2072.101,2295.8079,2197.416,2495.502,2500.7776,2498.111,2323.0427,2620.183,2233.18,2639.648,2441.8528,2531.9368,2553.3381,2498.0413,1878.6248,2591.5132,2445.8335,2191.2183,11.838692,2398.3018,1959.7577,2249.6753,2223.8984,2254.5813,2019.0104,2603.1296,2360.7808,2397.1292,2452.45,2168.6702,2010.1736,2416.3875,2435.9539,2396.8826,2297.4824,2245.6167,2460.7256,2369.8503,2416.5823,2847.9888,2308.0303,2351.4773,2822.2349,2302.023,2214.7915,2475.6086,2086.536,2592.4739,2454.0417,2031.6437,2916.541,2419.7847,2352.4192,2853.811,2432.5518,2881.5024,2213.556,2453.697,2417.7627,2330.7812,2917.2454,2153.7505,2472.9514,2208.267,2771.7053,2546.9524,2559.9363,2540.5557,2146.557,2810.709,2464.253,2376.6074,,2508.7566,2527.0022,2377.028,1859.5062,2340.079,2512.5486,2180.7048,2193.4614,2074.635,2195.2522,2248.3262,2428.0437,2432.641,2133.9602
298,2150.6062,2519.3953,2489.6357,2216.6143,2343.518,2162.318,2354.3005,2323.0286,2226.1233,2431.7944,2412.762,2270.4243,2955.0728,2282.3894,405.9441,2069.4224,2294.5986,2197.7422,2492.386,2502.747,2498.8213,2318.0022,2618.9429,2230.6133,2638.8813,2441.0286,2533.642,2553.2842,2499.1646,1878.6521,2588.628,2445.753,2195.728,11.834919,2394.2522,1956.8475,2250.0684,2229.1282,2252.8474,2018.4965,2604.599,2359.7961,2399.8032,2449.5342,2168.6746,2011.9526,2415.432,2432.2917,2397.0747,2297.2046,2245.8022,2462.9272,2373.1687,2413.9263,2849.8008,2307.1392,2352.3752,2820.5662,2302.0764,2219.4314,2477.966,2086.469,2593.2998,2450.694,2030.151,2916.1694,2419.0894,2351.122,2851.7036,2430.74,2881.0752,2214.7742,2453.2744,2417.8816,2331.1033,2914.8682,2151.0552,2472.5046,2206.3337,2766.3638,2546.6345,2566.4248,2538.9292,2145.5632,2807.1348,2463.8926,2380.1812,,2506.8096,2525.9358,2374.5874,1859.9955,2337.3794,2514.9434,2183.0327,2195.0972,2074.1826,2199.1487,2244.743,2432.3826,2432.6533,2131.4685
299,2149.1328,2517.5586,2487.958,2218.8225,2344.9446,2161.3896,2353.4065,2324.9956,2226.863,2431.0752,2412.3015,2271.1453,2953.6511,2284.1433,407.00314,2068.1838,2293.2292,2196.1497,2489.7517,2505.3606,2503.7966,2317.957,2617.3193,2226.7268,2642.5554,2441.9248,2533.0662,2553.666,2503.126,1879.411,2589.3696,2447.492,2197.3188,11.835712,2395.8955,1957.8191,2250.2744,2227.4275,2251.971,2019.9266,2607.541,2357.9465,2401.6567,2449.834,2171.0361,2012.8538,2415.3872,2431.0352,2397.1194,2299.1218,2249.151,2459.7231,2377.6184,2413.9656,2856.8965,2305.961,2354.262,2821.1428,2300.109,2219.3171,2479.2854,2084.724,2593.4114,2446.5823,2030.843,2914.3086,2421.2964,2352.0105,2851.5908,2429.9587,2881.0378,2216.1157,2448.1882,2417.727,2330.9614,2915.7146,2151.7996,2470.8296,2204.2556,2766.339,2547.0193,2566.6475,2537.6677,2147.3643,2805.2632,2457.5662,2380.8,,2510.1946,2524.3237,2373.0366,1860.4552,2336.0764,2517.0195,2181.2288,2197.0535,2075.7935,2200.9521,2241.862,2435.1401,2434.2732,2129.0881
300,2149.7131,2518.6377,2487.7483,2220.508,2347.8647,2162.161,2351.6265,2326.4248,2228.5842,2427.1462,2412.7964,2270.4282,2955.2627,2286.7805,407.6654,2071.0588,2291.6577,2193.8062,2489.7305,2502.0627,2502.613,2319.1558,2614.9253,2233.2388,2644.9395,2442.3027,2531.2954,2553.7512,2500.9956,1881.8905,2591.2434,2449.1953,2194.3438,11.831909,2393.2056,1958.4656,2247.3018,2227.0188,2251.294,2020.4053,2603.464,2356.1672,2417.2424,2451.9663,2171.789,2011.6306,2416.1042,2430.6594,2396.2334,2297.7341,2251.5483,2459.4465,2374.8296,2416.0042,2860.9692,2305.5388,2352.289,2828.0212,2303.0999,2215.1104,2480.3757,2083.6953,2591.7092,2442.6875,2031.528,2912.7478,2419.808,2353.3823,2852.979,2427.684,2881.9004,2217.0764,2446.7222,2416.8926,2330.1401,2921.775,2154.1106,2469.762,2201.1226,2767.4543,2546.8586,2570.3386,2536.6953,2148.9268,2805.896,2458.7705,2383.4707,,2514.545,2524.0027,2370.4019,1859.4535,2333.7378,2514.5405,2184.0293,2198.1948,2075.398,2200.8967,2238.465,2433.9895,2438.395,2128.6074
301,2150.4478,2521.1106,2488.1267,2218.4077,2349.1384,2162.042,2347.1982,2330.5444,2229.1882,2428.5442,2414.063,2271.7268,2956.629,2286.6938,405.96515,2069.3696,2291.6697,2194.5737,2489.5466,2499.9277,2506.2783,2316.6987,2615.2864,2235.8792,2642.8271,2443.687,2534.43,2552.2568,2501.031,1881.6062,2588.1287,2454.216,2192.385,11.832886,2392.8318,1958.1464,2245.0417,2226.7712,2250.632,2019.7266,2603.2947,2357.6836,2413.0679,2455.5344,2175.3765,2010.2942,2417.9792,2431.7114,2396.179,2293.0886,2253.6604,2459.5935,2375.7583,2413.2388,2859.8582,2302.8958,2353.6553,2826.5186,2303.3652,2213.0413,2476.3315,2084.3184,2590.6506,2440.5928,2029.6813,2910.246,2422.1013,2351.1392,2854.5696,2429.79,2881.7786,2216.657,2443.0544,2418.1626,2331.8918,2922.3381,2154.5679,2468.7798,2199.3572,2769.147,2546.898,2569.5186,2535.5374,2147.7349,2809.5642,2457.6077,2383.298,,2512.444,2526.1711,2369.1538,1859.2144,2331.7393,2512.5881,2188.7026,2198.9526,2078.347,2201.0225,2237.548,2432.9424,2439.8115,2131.18
302,2149.298,2522.9697,2487.6306,2218.7603,2349.6443,2161.8523,2349.9426,2329.5576,2230.077,2431.4375,2414.304,2269.66,2955.8706,2288.3567,406.102,2073.483,2294.592,2198.743,2487.6538,2498.4133,2507.3965,2315.1675,2611.735,2235.376,2643.384,2442.5889,2535.3992,2554.521,2498.3528,1883.0685,2588.6692,2451.162,2191.924,11.83937,2396.0771,1956.7241,2241.9478,2223.5522,2252.4827,2020.0121,2605.0767,2358.7751,2406.9287,2458.0015,2174.2258,2009.0332,2416.083,2435.2075,2396.7078,2292.1528,2257.0713,2458.515,2371.6863,2413.709,2860.819,2302.5605,2355.3457,2823.7515,2302.1028,2214.3313,2475.2651,2083.1338,2587.6228,2441.699,2028.5775,2906.8713,2427.2769,2351.7783,2855.3794,2430.095,2884.1301,2216.9355,2446.6907,2417.314,2334.277,2918.7893,2155.57,2469.2236,2199.7402,2780.389,2550.9324,2564.6973,2534.059,2146.0842,2810.977,2455.9163,2379.205,,2513.6274,2526.509,2371.0442,1859.0836,2333.0156,2513.0073,2187.9407,2199.87,2079.4324,2203.3047,2238.0676,2430.1252,2445.0837,2134.5828
303,2149.526,2523.6316,2488.8538,2219.0771,2348.5486,2162.7202,2352.699,2327.0667,2234.5818,2431.451,2414.2764,2270.9482,2956.3005,2286.1438,405.82382,2073.8672,2294.8745,2205.0898,2487.9614,2499.5188,2504.5408,2319.315,2612.7305,2235.286,2643.7085,2441.113,2535.4973,2556.9038,2498.0623,1882.2664,2585.4429,2450.1094,2191.264,11.840152,2397.2988,1955.0945,2240.1218,2222.5247,2253.9604,2020.733,2608.3418,2359.4087,2406.2441,2461.1118,2173.19,2009.1725,2454.6465,2434.7922,2394.777,2292.621,2259.596,2457.1978,2372.0967,2411.123,2866.6067,2303.8115,2356.3638,2821.6853,2301.2197,2214.3987,2476.2007,2084.5332,2586.3499,2440.2712,2026.2137,2905.2827,2430.2542,2349.9517,2855.4587,2431.2063,2888.42,2217.2063,2449.4932,2415.0447,2338.0151,2919.1404,2154.704,2464.787,2199.073,2783.334,2551.1753,2562.2634,2536.1335,2147.025,2813.1528,2454.2302,2376.86,,2517.3657,2525.255,2371.1301,1864.1688,2336.6252,2515.0273,2185.707,2198.342,2079.285,2203.9634,2236.0234,2427.3398,2443.32,2137.9412
